ID;NAME;PHONE;ADDED_AT;REMOVED_AT;EMAIL;IS_ACTIVE
346;Grover;99;18-01-2020;;Calvin.Hayes@GMAIL.COM;false
347;James;90;19-01-2020;;Rutherford.Polk@GMAIL.COM;false
348;Zachary;39;20-01-2020;19-04-2020;Thomas.Polk@GMAIL.COM;true
349;Martin;52;11-01-2020;;Franklin.Pierce@GMAIL.COM;false
350;Ronald;43;22-02-2020;;Harry.Arthur@GMAIL.COM;false
351;Lyndon;77;02-02-2020;;Warren.Polk@GMAIL.COM;false
352;Benjamin;31;10-02-2020;;George.Tyler@GMAIL.COM;false
353;James;66;07-02-2020;;Warren.Pierce@GMAIL.COM;false
354;Bill;93;01-03-2020;26-04-2020;Bill.Harding@GMAIL.COM;true
355;Benjamin;80;23-02-2020;;Thomas.Roosevelt@GMAIL.COM;false
356;Zachary;15;13-01-2020;;Bill.Polk@GMAIL.COM;false
357;Benjamin;16;08-01-2020;23-04-2020;James.Pierce@GMAIL.COM;true
358;Martin;22;25-02-2020;;Woodrow.Hayes@GMAIL.COM;false
359;Lyndon;49;25-01-2020;;James.Polk@GMAIL.COM;false
360;Rutherford;55;03-02-2020;21-04-2020;George.Hoover@GMAIL.COM;true
361;Harry;62;20-02-2020;;Franklin.Wilson@GMAIL.COM;false
362;Ulysses;58;21-02-2020;;Ronald.Johnson@GMAIL.COM;false
363;Millard;67;13-01-2020;;Franklin.Quincy@GMAIL.COM;false
364;Gerald;14;20-01-2020;06-04-2020;Richard.Kennedy@GMAIL.COM;true
365;Rutherford;15;05-01-2020;19-04-2020;Andrew.Taft@GMAIL.COM;true
366;Ronald;60;24-01-2020;02-04-2020;George.Coolidge@GMAIL.COM;true
367;Jimmy;88;22-01-2020;;Herbert.Roosevelt@GMAIL.COM;false
368;Rutherford;30;31-01-2020;;Herbert.Clinton@GMAIL.COM;false
369;Herbert;22;15-01-2020;11-04-2020;Rutherford.Van Buren@GMAIL.COM;true
370;Millard;82;13-01-2020;;Chester.Polk@GMAIL.COM;false
371;Rutherford;96;12-02-2020;28-04-2020;Jimmy.Washington@GMAIL.COM;true
372;Thomas;66;04-02-2020;;Benjamin.Monroe@GMAIL.COM;false
373;Ronald;17;20-02-2020;06-04-2020;Harry.Adams@GMAIL.COM;true
374;Thomas;47;11-01-2020;14-04-2020;Benjamin.Grant@GMAIL.COM;true
375;George;49;02-02-2020;;George.Coolidge@GMAIL.COM;false
376;Jimmy;68;23-01-2020;30-04-2020;Harry.Adams@GMAIL.COM;true
377;Jimmy;96;07-01-2020;24-04-2020;Thomas.Ford@GMAIL.COM;true
378;Woodrow;82;16-01-2020;26-04-2020;Millard.Wilson@GMAIL.COM;true
379;Calvin;76;06-01-2020;14-04-2020;Thomas.Coolidge@GMAIL.COM;true
380;Calvin;84;22-02-2020;;Rutherford.Adams@GMAIL.COM;false
381;Ulysses;81;02-01-2020;15-04-2020;Herbert.Hoover@GMAIL.COM;true
382;Zachary;82;15-02-2020;;Gerald.Harrison@GMAIL.COM;false
383;Richard;28;10-01-2020;;Gerald.Polk@GMAIL.COM;false
384;Lyndon;48;07-02-2020;17-04-2020;Franklin.Taft@GMAIL.COM;true
385;Ulysses;55;21-02-2020;08-04-2020;Lyndon.Madison@GMAIL.COM;true
386;William;17;28-02-2020;06-04-2020;Harry.Truman@GMAIL.COM;true
387;William;76;03-01-2020;16-04-2020;Lyndon.Truman@GMAIL.COM;true
388;Woodrow;64;28-01-2020;;Herbert.Jefferson@GMAIL.COM;false
389;Thomas;98;01-03-2020;30-04-2020;Chester.Fillmore@GMAIL.COM;true
390;Bill;13;24-01-2020;20-04-2020;Martin.Adams@GMAIL.COM;true
391;Ulysses;25;28-02-2020;;Gerald.Hayes@GMAIL.COM;false
392;Rutherford;74;03-01-2020;;Rutherford.Lincoln@GMAIL.COM;false
393;Martin;32;30-01-2020;27-04-2020;Harry.Fillmore@GMAIL.COM;true
394;Woodrow;97;23-02-2020;16-04-2020;Chester.Kennedy@GMAIL.COM;true
395;Benjamin;52;13-01-2020;;Bill.Hayes@GMAIL.COM;false
396;Dwight;87;20-01-2020;;Richard.Coolidge@GMAIL.COM;false
397;Andrew;54;06-02-2020;;George.Carter@GMAIL.COM;false
398;George;42;07-01-2020;10-04-2020;George.Harding@GMAIL.COM;true
399;Franklin;71;09-01-2020;;Theodore.Cleveland@GMAIL.COM;false
400;Warren;89;24-02-2020;;George.Johnson@GMAIL.COM;false
401;Lyndon;30;29-02-2020;;Woodrow.Wilson@GMAIL.COM;false
402;George;26;07-02-2020;23-04-2020;Woodrow.Washington@GMAIL.COM;true
403;Dwight;12;06-02-2020;24-04-2020;Theodore.Wilson@GMAIL.COM;true
404;Chester;67;13-01-2020;;George.Cleveland@GMAIL.COM;false
405;Martin;80;22-01-2020;17-04-2020;Rutherford.Carter@GMAIL.COM;true
406;Franklin;22;07-01-2020;;Chester.Taft@GMAIL.COM;false
407;Theodore;70;01-02-2020;;Woodrow.Roosevelt@GMAIL.COM;false
408;Ronald;65;07-02-2020;21-04-2020;Theodore.Monroe@GMAIL.COM;true
409;Warren;80;23-01-2020;05-04-2020;Bill.Roosevelt@GMAIL.COM;true
410;Woodrow;27;26-01-2020;;Woodrow.Buchanan@GMAIL.COM;false
411;William;11;05-01-2020;10-04-2020;James.Nixon@GMAIL.COM;true
412;Harry;32;26-01-2020;07-04-2020;Calvin.Tyler@GMAIL.COM;true
413;Dwight;45;27-01-2020;08-04-2020;Harry.Washington@GMAIL.COM;true
414;John;92;23-02-2020;09-04-2020;Millard.Truman@GMAIL.COM;true
415;Dwight;29;17-01-2020;;James.Adams@GMAIL.COM;false
416;Grover;51;05-01-2020;27-04-2020;Martin.Grant@GMAIL.COM;true
417;Benjamin;28;10-01-2020;13-04-2020;John.Madison@GMAIL.COM;true
418;Chester;50;27-01-2020;09-04-2020;Woodrow.Cleveland@GMAIL.COM;true
419;Grover;86;09-01-2020;24-04-2020;Dwight.Madison@GMAIL.COM;true
420;Gerald;50;07-01-2020;;Ronald.Buchanan@GMAIL.COM;false
421;Millard;81;07-02-2020;;Theodore.Hoover@GMAIL.COM;false
422;Theodore;70;08-01-2020;;Ulysses.Wilson@GMAIL.COM;false
423;Millard;49;14-01-2020;;Theodore.Tyler@GMAIL.COM;false
424;Thomas;53;18-02-2020;26-04-2020;Ulysses.Grant@GMAIL.COM;true
425;Rutherford;95;23-01-2020;;Chester.Truman@GMAIL.COM;false
426;Millard;94;13-02-2020;23-04-2020;Theodore.Roosevelt@GMAIL.COM;true
427;Woodrow;39;27-01-2020;;Lyndon.Quincy@GMAIL.COM;false
428;Woodrow;29;02-02-2020;24-04-2020;Andrew.Truman@GMAIL.COM;true
429;Andrew;41;27-02-2020;;Richard.Pierce@GMAIL.COM;false
430;Millard;37;03-02-2020;;Chester.Fillmore@GMAIL.COM;false
431;Franklin;81;03-02-2020;06-04-2020;Harry.Harding@GMAIL.COM;true
432;William;25;29-02-2020;;William.Carter@GMAIL.COM;false
433;Grover;27;18-01-2020;30-04-2020;Benjamin.Harding@GMAIL.COM;true
434;Theodore;29;18-01-2020;14-04-2020;Martin.Wilson@GMAIL.COM;true
435;Dwight;48;17-01-2020;;Rutherford.Johnson@GMAIL.COM;false
436;Martin;15;04-02-2020;11-04-2020;Woodrow.Ford@GMAIL.COM;true
437;Jimmy;58;03-01-2020;;Woodrow.Carter@GMAIL.COM;false
438;Bill;26;08-01-2020;08-04-2020;Warren.Eisenhower@GMAIL.COM;true
439;Rutherford;89;20-02-2020;02-04-2020;Dwight.Monroe@GMAIL.COM;true
440;Lyndon;50;16-01-2020;10-04-2020;Richard.Garfield@GMAIL.COM;true
441;Grover;14;19-02-2020;;Gerald.Hayes@GMAIL.COM;false
442;Dwight;96;05-01-2020;;Calvin.Taft@GMAIL.COM;false
443;Richard;55;27-01-2020;;Franklin.Johnson@GMAIL.COM;false
444;Lyndon;35;15-01-2020;25-04-2020;Grover.Roosevelt@GMAIL.COM;true
445;Ronald;73;04-02-2020;;Lyndon.Taylor@GMAIL.COM;false
446;Rutherford;45;30-01-2020;16-04-2020;Lyndon.Arthur@GMAIL.COM;true
447;George;86;17-01-2020;19-04-2020;Warren.McKinley@GMAIL.COM;true
448;Andrew;84;13-01-2020;;Franklin.Coolidge@GMAIL.COM;false
449;John;27;26-02-2020;;Rutherford.Taylor@GMAIL.COM;false
450;Rutherford;46;04-01-2020;11-04-2020;Chester.Grant@GMAIL.COM;true
451;Martin;66;02-02-2020;07-04-2020;Benjamin.Madison@GMAIL.COM;true
452;Andrew;72;06-02-2020;;Benjamin.McKinley@GMAIL.COM;false
453;Richard;13;28-01-2020;07-04-2020;Lyndon.Adams@GMAIL.COM;true
454;Gerald;16;01-02-2020;;Franklin.Washington@GMAIL.COM;false
455;Richard;20;04-02-2020;01-05-2020;Theodore.Cleveland@GMAIL.COM;true
456;Warren;27;17-01-2020;05-04-2020;John.Roosevelt@GMAIL.COM;true
457;Ronald;21;18-02-2020;10-04-2020;Ronald.Ford@GMAIL.COM;true
458;Herbert;91;31-01-2020;;Zachary.Madison@GMAIL.COM;false
459;Gerald;64;21-02-2020;;Franklin.Adams@GMAIL.COM;false
460;Woodrow;81;12-01-2020;;Richard.Polk@GMAIL.COM;false
461;William;31;08-01-2020;13-04-2020;Ulysses.Harrison@GMAIL.COM;true
462;Woodrow;12;03-01-2020;;Richard.Jackson@GMAIL.COM;false
463;Ulysses;74;16-01-2020;14-04-2020;George.Coolidge@GMAIL.COM;true
464;Harry;92;25-02-2020;;Jimmy.Adams@GMAIL.COM;false
465;Andrew;61;05-02-2020;25-04-2020;Jimmy.Hoover@GMAIL.COM;true
466;James;59;08-02-2020;;Harry.Nixon@GMAIL.COM;false
467;Warren;30;23-01-2020;12-04-2020;Calvin.Kennedy@GMAIL.COM;true
468;Ulysses;75;08-01-2020;03-04-2020;Lyndon.Wilson@GMAIL.COM;true
469;Theodore;21;28-01-2020;;Herbert.Clinton@GMAIL.COM;false
470;Gerald;95;16-01-2020;22-04-2020;Warren.Fillmore@GMAIL.COM;true
471;Andrew;62;25-02-2020;20-04-2020;Gerald.Eisenhower@GMAIL.COM;true
472;Martin;13;16-02-2020;23-04-2020;John.Washington@GMAIL.COM;true
473;Rutherford;10;09-02-2020;;Jimmy.Polk@GMAIL.COM;false
474;Ulysses;11;08-01-2020;;Richard.Buchanan@GMAIL.COM;false
475;Zachary;63;06-01-2020;05-04-2020;George.Adams@GMAIL.COM;true
476;Martin;12;06-02-2020;03-04-2020;Theodore.Johnson@GMAIL.COM;true
477;Gerald;13;25-01-2020;10-04-2020;Woodrow.Taft@GMAIL.COM;true
478;William;100;14-02-2020;;Gerald.Taft@GMAIL.COM;false
479;Calvin;40;26-01-2020;19-04-2020;Herbert.Pierce@GMAIL.COM;true
480;Calvin;59;13-01-2020;13-04-2020;Bill.Kennedy@GMAIL.COM;true
481;Richard;84;05-01-2020;03-04-2020;Richard.Adams@GMAIL.COM;true
482;Benjamin;10;28-02-2020;21-04-2020;Lyndon.Jackson@GMAIL.COM;true
483;Warren;24;14-02-2020;;Warren.Hoover@GMAIL.COM;false
484;Franklin;65;02-02-2020;25-04-2020;Chester.Garfield@GMAIL.COM;true
485;Jimmy;51;18-02-2020;19-04-2020;Richard.Carter@GMAIL.COM;true
486;Rutherford;60;19-01-2020;23-04-2020;Zachary.Adams@GMAIL.COM;true
487;Rutherford;45;25-01-2020;;Richard.Garfield@GMAIL.COM;false
488;Theodore;12;01-03-2020;;John.Carter@GMAIL.COM;false
489;Harry;28;05-01-2020;11-04-2020;Martin.McKinley@GMAIL.COM;true
490;Gerald;39;04-01-2020;02-04-2020;Gerald.Cleveland@GMAIL.COM;true
491;Warren;54;17-01-2020;17-04-2020;Andrew.Ford@GMAIL.COM;true
492;Richard;47;06-02-2020;;Benjamin.Harding@GMAIL.COM;false
493;Woodrow;87;20-02-2020;20-04-2020;Lyndon.Carter@GMAIL.COM;true
494;Dwight;18;20-02-2020;28-04-2020;Calvin.Nixon@GMAIL.COM;true
495;Millard;28;03-01-2020;06-04-2020;George.Buchanan@GMAIL.COM;true
496;Abraham;16;02-02-2020;;Benjamin.Hayes@GMAIL.COM;false
497;Harry;45;20-01-2020;20-04-2020;Zachary.Garfield@GMAIL.COM;true
498;Franklin;70;25-01-2020;;Ulysses.Nixon@GMAIL.COM;false
499;Jimmy;56;11-01-2020;17-04-2020;Warren.Nixon@GMAIL.COM;true
500;Jimmy;79;26-01-2020;06-04-2020;Grover.Arthur@GMAIL.COM;true
501;Rutherford;62;10-01-2020;;Ulysses.Hayes@GMAIL.COM;false
502;Thomas;99;13-02-2020;27-04-2020;Bill.Madison@GMAIL.COM;true
503;George;89;27-02-2020;;Jimmy.Adams@GMAIL.COM;false
504;Millard;44;15-02-2020;26-04-2020;Andrew.Fillmore@GMAIL.COM;true
505;John;11;05-01-2020;16-04-2020;Dwight.Washington@GMAIL.COM;true
506;Ulysses;51;16-01-2020;;Andrew.Jackson@GMAIL.COM;false
507;Ulysses;33;09-02-2020;;Jimmy.Jefferson@GMAIL.COM;false
508;Ulysses;77;21-02-2020;19-04-2020;George.Buchanan@GMAIL.COM;true
509;Warren;64;01-03-2020;13-04-2020;Ulysses.Reagan@GMAIL.COM;true
510;Martin;81;07-01-2020;02-04-2020;Thomas.Nixon@GMAIL.COM;true
511;Gerald;15;21-01-2020;;Martin.Harrison@GMAIL.COM;false
512;Harry;33;26-02-2020;09-04-2020;William.Johnson@GMAIL.COM;true
513;Warren;68;15-02-2020;17-04-2020;William.Jackson@GMAIL.COM;true
514;Gerald;63;16-02-2020;;Zachary.Arthur@GMAIL.COM;false
515;Dwight;23;21-01-2020;;Theodore.Garfield@GMAIL.COM;false
516;Ronald;100;18-02-2020;;Dwight.Jackson@GMAIL.COM;false
517;Lyndon;75;23-02-2020;24-04-2020;Bill.Harrison@GMAIL.COM;true
518;Calvin;74;21-02-2020;;William.Clinton@GMAIL.COM;false
519;Rutherford;47;12-02-2020;;Zachary.Adams@GMAIL.COM;false
520;Theodore;74;12-01-2020;;Benjamin.Tyler@GMAIL.COM;false
521;Theodore;84;20-01-2020;;Rutherford.Tyler@GMAIL.COM;false
522;Ulysses;49;24-02-2020;;Warren.Roosevelt@GMAIL.COM;false
523;Warren;27;12-02-2020;;Martin.Reagan@GMAIL.COM;false
524;Theodore;23;22-01-2020;;Gerald.Madison@GMAIL.COM;false
525;Warren;74;09-01-2020;15-04-2020;Ulysses.Eisenhower@GMAIL.COM;true
526;Chester;10;23-02-2020;;George.Johnson@GMAIL.COM;false
527;Ulysses;100;16-01-2020;27-04-2020;Andrew.Washington@GMAIL.COM;true
528;Benjamin;59;08-01-2020;14-04-2020;Zachary.Coolidge@GMAIL.COM;true
529;George;59;12-01-2020;;Bill.Buchanan@GMAIL.COM;false
530;Andrew;35;08-01-2020;;James.Clinton@GMAIL.COM;false
531;Jimmy;22;27-02-2020;15-04-2020;Jimmy.Johnson@GMAIL.COM;true
532;Gerald;93;04-01-2020;;Dwight.Carter@GMAIL.COM;false
533;Bill;72;04-02-2020;;Grover.Monroe@GMAIL.COM;false
534;Richard;64;19-01-2020;;Richard.Adams@GMAIL.COM;false
535;Calvin;15;20-02-2020;18-04-2020;James.Grant@GMAIL.COM;true
536;Rutherford;83;28-02-2020;;William.Hoover@GMAIL.COM;false
537;Rutherford;29;19-01-2020;29-04-2020;Franklin.Johnson@GMAIL.COM;true
538;Theodore;55;27-02-2020;26-04-2020;Harry.Quincy@GMAIL.COM;true
539;Theodore;35;14-02-2020;02-04-2020;Herbert.Wilson@GMAIL.COM;true
540;Chester;43;04-02-2020;;Benjamin.Coolidge@GMAIL.COM;false
541;Calvin;75;29-02-2020;21-04-2020;Harry.Arthur@GMAIL.COM;true
542;Thomas;62;20-01-2020;19-04-2020;Benjamin.Hayes@GMAIL.COM;true
543;Lyndon;39;17-02-2020;;Millard.Hoover@GMAIL.COM;false
544;Lyndon;89;16-02-2020;;Ulysses.Arthur@GMAIL.COM;false
545;Grover;46;18-01-2020;;Jimmy.Roosevelt@GMAIL.COM;false
546;Herbert;37;08-02-2020;26-04-2020;Calvin.Hoover@GMAIL.COM;true
547;Richard;27;18-01-2020;12-04-2020;James.Taylor@GMAIL.COM;true
548;Martin;41;19-02-2020;;George.Fillmore@GMAIL.COM;false
549;James;48;09-01-2020;17-04-2020;John.Garfield@GMAIL.COM;true
550;Benjamin;80;05-01-2020;;Calvin.Tyler@GMAIL.COM;false
551;Thomas;89;12-01-2020;;Calvin.Garfield@GMAIL.COM;false
552;Millard;19;25-02-2020;;Gerald.Buchanan@GMAIL.COM;false
553;Woodrow;74;20-02-2020;;Grover.Roosevelt@GMAIL.COM;false
554;Millard;32;20-02-2020;;Bill.Buchanan@GMAIL.COM;false
555;Richard;88;23-02-2020;28-04-2020;Millard.Nixon@GMAIL.COM;true
556;George;74;24-01-2020;;Andrew.Cleveland@GMAIL.COM;false
557;Ulysses;61;11-01-2020;13-04-2020;Bill.Johnson@GMAIL.COM;true
558;Herbert;32;01-02-2020;;Thomas.Adams@GMAIL.COM;false
559;Grover;85;02-01-2020;;Grover.Lincoln@GMAIL.COM;false
560;Andrew;40;10-02-2020;11-04-2020;Lyndon.Adams@GMAIL.COM;true
561;John;50;07-02-2020;10-04-2020;Bill.Johnson@GMAIL.COM;true
562;James;86;12-02-2020;;Herbert.Cleveland@GMAIL.COM;false
563;Millard;57;08-01-2020;;Gerald.Adams@GMAIL.COM;false
564;Lyndon;69;29-02-2020;;Theodore.Washington@GMAIL.COM;false
565;Dwight;74;08-01-2020;;Gerald.Roosevelt@GMAIL.COM;false
566;Abraham;10;22-02-2020;07-04-2020;Bill.Hayes@GMAIL.COM;true
567;Dwight;34;07-01-2020;05-04-2020;Rutherford.Taft@GMAIL.COM;true
568;Theodore;32;13-02-2020;;Thomas.Washington@GMAIL.COM;false
569;John;24;23-02-2020;17-04-2020;John.Tyler@GMAIL.COM;true
570;George;70;14-02-2020;;Ronald.Harding@GMAIL.COM;false
571;Gerald;61;01-03-2020;30-04-2020;Bill.Reagan@GMAIL.COM;true
572;Ronald;89;11-02-2020;15-04-2020;Benjamin.Washington@GMAIL.COM;true
573;John;89;04-02-2020;;Chester.Harrison@GMAIL.COM;false
574;Richard;65;15-01-2020;12-04-2020;Martin.Monroe@GMAIL.COM;true
575;Martin;93;05-01-2020;14-04-2020;Calvin.Taft@GMAIL.COM;true
576;John;56;29-01-2020;;Richard.Wilson@GMAIL.COM;false
577;Grover;97;05-02-2020;08-04-2020;Herbert.Taylor@GMAIL.COM;true
578;Bill;45;25-02-2020;;Warren.Tyler@GMAIL.COM;false
579;Andrew;74;07-02-2020;;Woodrow.Roosevelt@GMAIL.COM;false
580;Woodrow;14;01-02-2020;08-04-2020;Thomas.Clinton@GMAIL.COM;true
581;William;20;07-01-2020;;Grover.Clinton@GMAIL.COM;false
582;Benjamin;62;25-02-2020;10-04-2020;John.Tyler@GMAIL.COM;true
583;Warren;97;03-01-2020;14-04-2020;Rutherford.McKinley@GMAIL.COM;true
584;Millard;56;10-01-2020;;Andrew.Buchanan@GMAIL.COM;false
585;William;67;21-02-2020;28-04-2020;Ronald.Carter@GMAIL.COM;true
586;Chester;39;16-01-2020;14-04-2020;Millard.Hoover@GMAIL.COM;true
587;James;95;09-02-2020;;Jimmy.Harding@GMAIL.COM;false
588;Jimmy;74;27-02-2020;29-04-2020;Ronald.Garfield@GMAIL.COM;true
589;Franklin;71;13-01-2020;;Andrew.Johnson@GMAIL.COM;false
590;Lyndon;32;23-02-2020;;John.Jackson@GMAIL.COM;false
591;Grover;25;01-02-2020;;Calvin.Pierce@GMAIL.COM;false
592;Millard;98;26-01-2020;30-04-2020;Thomas.Lincoln@GMAIL.COM;true
593;Theodore;63;12-01-2020;02-04-2020;Martin.Grant@GMAIL.COM;true
594;James;35;30-01-2020;17-04-2020;Rutherford.Hoover@GMAIL.COM;true
595;James;61;10-01-2020;;Woodrow.Adams@GMAIL.COM;false
596;Lyndon;89;18-01-2020;;George.Coolidge@GMAIL.COM;false
597;Harry;10;27-01-2020;;Andrew.Pierce@GMAIL.COM;false
598;Bill;80;22-01-2020;05-04-2020;Herbert.Ford@GMAIL.COM;true
599;Ronald;17;13-01-2020;;William.Pierce@GMAIL.COM;false
600;George;59;28-01-2020;01-05-2020;Woodrow.Madison@GMAIL.COM;true
601;Bill;59;04-01-2020;;Franklin.Adams@GMAIL.COM;false
602;Andrew;13;06-01-2020;;Warren.Buchanan@GMAIL.COM;false
603;Rutherford;100;19-02-2020;;Richard.Hoover@GMAIL.COM;false
604;Rutherford;22;11-02-2020;;Franklin.Nixon@GMAIL.COM;false
605;Gerald;84;03-01-2020;15-04-2020;Theodore.Lincoln@GMAIL.COM;true
606;Rutherford;33;17-02-2020;09-04-2020;Ronald.Jackson@GMAIL.COM;true
607;Franklin;72;03-02-2020;;Martin.Grant@GMAIL.COM;false
608;Chester;47;24-01-2020;;Thomas.Adams@GMAIL.COM;false
609;Rutherford;13;10-01-2020;12-04-2020;Grover.Clinton@GMAIL.COM;true
610;Benjamin;14;30-01-2020;01-04-2020;Herbert.Johnson@GMAIL.COM;true
611;Lyndon;73;29-01-2020;03-04-2020;Warren.Coolidge@GMAIL.COM;true
612;Jimmy;12;24-02-2020;;James.Arthur@GMAIL.COM;false
613;Gerald;58;06-01-2020;;George.Hayes@GMAIL.COM;false
614;Andrew;35;11-01-2020;13-04-2020;Andrew.Wilson@GMAIL.COM;true
615;Lyndon;31;03-01-2020;04-04-2020;Grover.Hayes@GMAIL.COM;true
616;Rutherford;14;28-01-2020;;Warren.Garfield@GMAIL.COM;false
617;Herbert;81;18-02-2020;07-04-2020;Grover.Fillmore@GMAIL.COM;true
618;Warren;50;28-01-2020;21-04-2020;Chester.Adams@GMAIL.COM;true
619;Lyndon;27;07-01-2020;28-04-2020;John.Tyler@GMAIL.COM;true
620;Ulysses;63;17-01-2020;24-04-2020;Woodrow.Fillmore@GMAIL.COM;true
621;Abraham;98;22-02-2020;29-04-2020;Jimmy.Nixon@GMAIL.COM;true
622;Thomas;51;04-01-2020;18-04-2020;Benjamin.Johnson@GMAIL.COM;true
623;George;67;25-02-2020;11-04-2020;George.Garfield@GMAIL.COM;true
624;Andrew;92;19-01-2020;01-05-2020;Ronald.Eisenhower@GMAIL.COM;true
625;Andrew;26;06-01-2020;12-04-2020;Rutherford.Nixon@GMAIL.COM;true
626;Richard;49;20-01-2020;;Lyndon.Wilson@GMAIL.COM;false
627;James;100;31-01-2020;21-04-2020;James.Madison@GMAIL.COM;true
628;Martin;16;24-02-2020;;Andrew.Reagan@GMAIL.COM;false
629;Harry;71;25-02-2020;;Herbert.Truman@GMAIL.COM;false
630;Ulysses;23;02-01-2020;;Warren.Kennedy@GMAIL.COM;false
631;Bill;97;19-01-2020;18-04-2020;Andrew.Jefferson@GMAIL.COM;true
632;Theodore;77;19-02-2020;;Richard.Monroe@GMAIL.COM;false
633;Bill;10;01-03-2020;01-05-2020;Theodore.Jackson@GMAIL.COM;true
634;Jimmy;27;01-03-2020;10-04-2020;James.Adams@GMAIL.COM;true
635;George;94;29-02-2020;11-04-2020;William.Taft@GMAIL.COM;true
636;Harry;15;29-01-2020;13-04-2020;Abraham.Garfield@GMAIL.COM;true
637;Ronald;75;12-02-2020;;Gerald.Ford@GMAIL.COM;false
638;Calvin;50;05-01-2020;;Lyndon.Ford@GMAIL.COM;false
639;Martin;77;12-01-2020;02-04-2020;Grover.Arthur@GMAIL.COM;true
640;Theodore;21;26-01-2020;08-04-2020;Harry.Roosevelt@GMAIL.COM;true
641;Lyndon;16;09-01-2020;;William.Madison@GMAIL.COM;false
642;Chester;48;07-01-2020;11-04-2020;John.Carter@GMAIL.COM;true
643;Ronald;25;23-01-2020;28-04-2020;Dwight.Harding@GMAIL.COM;true
644;Woodrow;14;02-01-2020;20-04-2020;Woodrow.Roosevelt@GMAIL.COM;true
645;Ulysses;16;08-01-2020;;William.Harding@GMAIL.COM;false
646;Lyndon;49;23-01-2020;;John.Carter@GMAIL.COM;false
647;Richard;23;23-01-2020;12-04-2020;William.Monroe@GMAIL.COM;true
648;Herbert;60;16-02-2020;;Franklin.Cleveland@GMAIL.COM;false
649;Martin;75;22-02-2020;;Martin.Ford@GMAIL.COM;false
650;Woodrow;82;28-02-2020;19-04-2020;Harry.Carter@GMAIL.COM;true
651;Benjamin;43;13-02-2020;;Calvin.Wilson@GMAIL.COM;false
652;Grover;14;01-03-2020;07-04-2020;George.Hayes@GMAIL.COM;true
653;Herbert;99;13-02-2020;26-04-2020;Andrew.Clinton@GMAIL.COM;true
654;Andrew;24;02-02-2020;14-04-2020;Herbert.Kennedy@GMAIL.COM;true
655;Richard;35;14-02-2020;;John.Kennedy@GMAIL.COM;false
656;Benjamin;51;28-02-2020;;Abraham.Fillmore@GMAIL.COM;false
657;Dwight;44;05-01-2020;19-04-2020;Franklin.Washington@GMAIL.COM;true
658;Zachary;42;04-01-2020;27-04-2020;Ronald.Roosevelt@GMAIL.COM;true
659;Grover;37;25-01-2020;;Ulysses.Nixon@GMAIL.COM;false
660;Dwight;98;25-01-2020;;Jimmy.Clinton@GMAIL.COM;false
661;Jimmy;18;08-02-2020;11-04-2020;Martin.Quincy@GMAIL.COM;true
662;Theodore;94;18-02-2020;;Harry.Hoover@GMAIL.COM;false
663;Rutherford;78;24-01-2020;;Bill.Kennedy@GMAIL.COM;false
664;Harry;26;15-01-2020;07-04-2020;Harry.Kennedy@GMAIL.COM;true
665;Lyndon;28;17-02-2020;;Warren.Garfield@GMAIL.COM;false
666;Bill;93;04-02-2020;02-04-2020;Bill.Garfield@GMAIL.COM;true
667;Lyndon;55;10-02-2020;;William.Carter@GMAIL.COM;false
668;Lyndon;42;14-02-2020;;Grover.Monroe@GMAIL.COM;false
669;Benjamin;46;06-02-2020;05-04-2020;Grover.Carter@GMAIL.COM;true
670;Theodore;47;08-02-2020;22-04-2020;Thomas.Eisenhower@GMAIL.COM;true
671;Rutherford;15;23-01-2020;03-04-2020;Andrew.Eisenhower@GMAIL.COM;true
672;Benjamin;31;12-01-2020;;Ronald.Madison@GMAIL.COM;false
673;Chester;65;25-02-2020;07-04-2020;Lyndon.Wilson@GMAIL.COM;true
674;Warren;75;20-01-2020;08-04-2020;Herbert.Johnson@GMAIL.COM;true
675;Harry;57;07-01-2020;10-04-2020;James.Johnson@GMAIL.COM;true
676;Grover;94;30-01-2020;;James.Johnson@GMAIL.COM;false
677;Woodrow;17;22-02-2020;;Herbert.Quincy@GMAIL.COM;false
678;Franklin;48;21-01-2020;07-04-2020;Herbert.Reagan@GMAIL.COM;true
679;Ulysses;15;10-01-2020;25-04-2020;Rutherford.Cleveland@GMAIL.COM;true
680;Andrew;100;02-01-2020;23-04-2020;Abraham.Clinton@GMAIL.COM;true
681;William;25;05-02-2020;;Zachary.Hoover@GMAIL.COM;false
682;Millard;46;25-01-2020;;Jimmy.Jackson@GMAIL.COM;false
683;Benjamin;25;24-01-2020;;Herbert.Hayes@GMAIL.COM;false
684;Woodrow;34;01-02-2020;10-04-2020;Ronald.Arthur@GMAIL.COM;true
685;Rutherford;93;04-02-2020;;Herbert.Clinton@GMAIL.COM;false
686;William;17;18-01-2020;03-04-2020;Herbert.Harrison@GMAIL.COM;true
687;Ulysses;61;31-01-2020;05-04-2020;Millard.Washington@GMAIL.COM;true
688;William;11;13-02-2020;30-04-2020;Millard.Arthur@GMAIL.COM;true
689;Gerald;30;03-02-2020;;Martin.Tyler@GMAIL.COM;false
690;Chester;44;13-01-2020;;Grover.Adams@GMAIL.COM;false
691;Harry;62;04-02-2020;07-04-2020;George.Johnson@GMAIL.COM;true
